"Park_code","Point_code","Location_type","Location_status","Stratum_code","Stratum_label","Site_code","Site_status","Panel_type","Panel_name","GRTS_order","UTME_public","UTMN_public","Public_offset","UTME_best","UTMN_best","Datum","Zone","Elevation_m","Slope_deg","Aspect_deg","Trail_or_road","Azimuth_to_point","Direction_changed","Reason_for_change","Travel_notes","Location_desc","Loc_established_date","Loc_discontinued_date","Location_notes"
"NOCA","1062.NN06","Survey","Active","3","Low","1062","Active","Alternating","5",62,637952,5420261,"Actual",637952,5420261,"NAD83",10,658.90,19.16,188.48,"Off trail",270,0,,"Walk initially through relatively open forest, then go through thick vine maple again for ~50m. The remainder is on-and-off shrubbiness, but not very dense.","Point is on top of a mossy boulder just upslope of cedar feature. It is ~2m W of a hollowed-out downed tree. Open forest.","6/14/2015","",
"NOCA","1062.SS01","Survey","Active","3","Low","1062","Active","Alternating","5",62,638744,5419911,"Actual",638744.285,5419911.138,"NAD83",10,583.00,28.00,193.00,"Off trail",180,0,,"Walk down slope, which turns to a steeper slope down to the river.","Flat area with large western red cedars with dbh greater than 120cm , right before river. Point is just East of large (dbh=170cm) Red Cedar, boulder feature is hidden behind cedar at point.","6/12/2010","",
"NOCA","1062.SS02","Survey","Active","3","Low","1062","Active","Alternating","5",62,638951,5419880,"Actual",638951.261,5419880.385,"NAD83",10,548.00,24.00,171.00,"Off trail",90,1,"River","Follow along river's edge 200m","Next to the river's edge, surrounded by large western red cedars.","6/12/2010","",
"NOCA","1062.SS03","Survey","Active","3","Low","1062","Active","Alternating","5",62,639147,5419897,"Actual",639147.074,5419896.918,"NAD83",10,538.00,19.00,173.00,"Off trail",90,0,,"Follow along rivers edge and go around river eddy.","Point on edge just before terrain drops steeply down to river. On the other side of the river, there is a large rock wall with a horizontal crack running across it 2/3 of the way up. Boulders surrounding point.","6/12/2010","",
"NOCA","1062.SS04","Survey","Active","3","Low","1062","Active","Alternating","5",62,639279,5420062,"Actual",639279.438,5420062.312,"NAD83",10,615.00,29.00,172.00,"Off trail",45,1,"river and steep ledge","Go around rock face on the right hand side.","Surrounded by dense habitat of vine maple, dogwood, and red alder. Point is on washing machine sized boulder surrounded by hazelnut, willow and vine maple shrub","6/12/2010","",
"NOCA","1062.SS05","Survey","Active","3","Low","1062","Active","Alternating","5",62,639462,5420159,"Actual",639462.167,5420158.791,"NAD83",10,643.00,27.00,197.00,"Off trail",45,0,,"Travel through thick vine maple until second boulder field, then habitat is more open.","Point located on West side of creek bad on a moss/lichen covered rock slope. Surrounded by hazelnut, douglas mapel, willow and doug fir. The point is perched up above the creeks gulch.","6/12/2010","",
"NOCA","1062.SS06","New","Active","3","Low","1062","Active","Alternating","5",62,,,,,,,10,,,,"Off trail",45,0,,"Hike or crawl or swim through thick maple understory and across a few small drainages until you reach a DOFI grove which also unfortunately has a thick maple vine understory.","Point is in DOFI grove with thick vine maple understory.","6/29/2021","",
"NOCA","1062.TO","Origin","Active","3","Low","1062","Active","Alternating","5",62,638746,5419980,"Actual",638745.699,5419980.186,"NAD83",10,611.00,20.00,188.00,"On trail",,0,,"Walk 2 miles on Little Beaver Creek trail, it takes about 1 hr from Little Beaver campground. Be prepared for some intense vine maple on NN arm. Did this transect as part of Big Beaver trip in 2015. Either do that or arrange a ride with Hozomeen rangers or with the Resources boat. Aren't shrubby transects supposed to be birdy??","On trail next to western red cedar 100 cm dbh with a bulbous base.","6/12/2010","",
"NOCA","1063.SS01","Survey","Active","3","Low","1063","Active","Alternating","5",63,661705,5360888,"Actual",661705.305,5360887.813,"NAD83",10,451.00,1.00,107.00,"Off trail",180,0,,"Due S from TO through thick douglas fir deciduous forest. Cross one stream, then head into open douglas fir, pondorosa pine forest","Point is just south of trail in open Douglas fir/Ponderosa pine forest.","6/3/2010","",
"NOCA","1063.SS02","Survey","Active","3","Low","1063","Active","Alternating","5",63,661912,5360908,"Actual",661911.855,5360908.4,"NAD83",10,447.00,4.00,104.00,"Off trail",90,1,"river","none","Point is in open douglas fir/Ponderosa pine forest next to trail. Stehekin river and road are to the S. Point is on large pile of wood debris with a cut log at east end nearly hanging over the trail.","6/3/2010","",
"NOCA","1063.SS03","Survey","Active","3","Low","1063","Active","Alternating","5",63,662094,5360922,"Actual",662094.363,5360921.917,"NAD83",10,445.00,12.00,169.00,"Off trail",90,0,,"First part in open douglas fir/ponderosa pine forest, second part through thick marshy creek vegetation. (Might be mostly easly accessed by road. Then cutting into thick vegetation).","Point is in the middle of a boggy, marshy creek,on a log crossing it.","6/3/2010","",
"NOCA","1063.SS04","Survey","Active","3","Low","1063","Active","Alternating","5",63,662303,5360931,"Actual",662303.301,5360930.517,"NAD83",10,454.00,3.00,205.00,"Off trail",90,0,,"Take the road E until it passes the creek and curves away from the river. Then cut up into open Doug-fir forest to point.","Point is in flat open area of Douglas fir forest. Large rocks are scattered around forest floor. Stehekin River is visible at about 180 degrees.","6/3/2010","",
"NOCA","1063.SS05","Survey","Active","3","Low","1063","Active","Alternating","5",63,662502,5360933,"Actual",662502,5360933,"NAD83",10,452.40,5.17,173.66,"Off trail",90,0,,"Walk on trail for ~200m until you reach a large boulder on S side of trail (just before sign). When you're near boulder, veer off-trail N for ~50m to point.","Point is ~3.5m S of a ~8' tall boulder. There are many other boulders in the area. Low shrub right at point and taller shrub ~10m to the S. There is an oceanspray shrub immediately to the E of point.","6/6/2015","",
"NOCA","1063.SS06","Survey","Active","3","Low","1063","Active","Alternating","5",63,662703,5360932,"Actual",662703,5360932,"NAD83",10,456.80,8.25,227.79,"Off trail",90,0,,"Pretty easy travel through open Doug-fir forest, passing several huge boulders immediately after leaving SS05.","Point is at a ~70cm DBH Doug-fir that has been cut at about hip-height. Moderate (but low) shrub right at point, more than in much of the immediately surrounding area. It is ~4m upslope of a large downed tree.","6/6/2015","",
"NOCA","1063.SS07","Additional","Active","3","Low","1063","Active","Alternating","5",63,662903,5360932,"Actual",662903,5360932,"NAD83",10,490.20,16.86,204.87,"Off trail",90,0,,"Travel through moderate to thick shrub the entire way. Not as slow as it could be.","Point is on a bunch of rocks with a lot of Bigleaf maple surrounding it. It is a less dense area than most areas immediately surrounding point.","6/6/2015","",
"NOCA","1063.SS08","Additional","Active","3","Low","1063","Active","Alternating","5",63,663108,5360935,"Actual",663108,5360935,"NAD83",10,477.70,12.01,99.46,"Off trail",90,0,,"Travel through moderate shrub most of the way. Staying slightly S of bearing will help avoid the worst of it. At ~170m, you will cross a creek. Climb up W bank and walk ~23m uphill from there to point.","Point is located in an area with Bigleaf maple saplings, much less dense (and much shorter) than surrounding older Bigleaf maples. About 2m S of point is a row of large rocks. The point is ~23m E of creek.","6/6/2015","",
"NOCA","1063.TO","Origin","Active","3","Low","1063","Active","Alternating","5",63,661702,5360977,"Actual",661701.807,5360977.097,"NAD83",10,462.00,21.00,187.00,"On trail",,0,,"TO is 15 min from Bullion CG. Travel over 3 creeks with little fall. It's 180m from last creek crossing. SS arm through marshy creek, birdy! Trail showed on map not representative of reality. TO is 50m south of planned location. We camped at Bullion CG which can be accessed from the road about 1mile before High bridge RS. However the CG is not well marked from road. If being dropped at High Bridge RS hike the trail to Coon Lake. Take a turn on Cascade Corral Trail, follow it until you reach sign for Bullion CG. Coming from Harlequin drive 15 min uproad. There is a dirt 2 track on the N side of the road with a small wooden  ""loop"" sign. Hike up trail ~290m and bushwack the 100m to the Northern trail where the TO is located",,"6/3/2010","",
"NOCA","1063.WW01","Survey","Active","3","Low","1063","Active","Alternating","5",63,661603,5360948,"Actual",661603.201,5360947.919,"NAD83",10,463.00,12.00,114.00,"On trail",,0,,"travel on trail","Point on trail at the end of a relatively flat section, just before going down.","6/3/2010","",
"NOCA","1063.WW02","Survey","Active","3","Low","1063","Active","Alternating","5",63,661425,5360914,"Actual",661425.473,5360913.764,"NAD83",10,477.00,21.00,209.00,"On trail",,0,,"Travel 235m on trail","Point is next to a root ball with little boulders stuck in it. Just before the creek that flows on the trail. Point is 2m before the creek turns and leaves the trail.","6/3/2010","",
"NOCA","1063.WW03","Survey","Active","3","Low","1063","Active","Alternating","5",63,661231,5360908,"Actual",661230.564,5360907.657,"NAD83",10,495.00,12.00,134.00,"Off trail",270,1,"going off trail","Walk on trail 215m and keep right at the fork. You'll reach a 3.5m tall 90cm dbh clean cut doug fir stump on the N side of the trail. When you get there, the marker tree is ~30m away at 170 deg","Point is in burned douglas fir forest with lots of downed trees surrounding the point","6/3/2010","",
"NOCA","1063.WW04","Survey","Active","3","Low","1063","Active","Alternating","5",63,661013,5360889,"Actual",661013.122,5360888.784,"NAD83",10,515.00,35.00,164.00,"Off trail",270,0,,"walk on trail 200m and then go down boulderfield for 20m. Be wary of loose rocks!","Point is at the beginning of talus slope","6/3/2010","",
"NOCA","1063.WW05","Survey","Active","3","Low","1063","Active","Alternating","5",63,660813,5360885,"Actual",660813.401,5360884.838,"NAD83",10,541.00,36.00,168.00,"Off trail",270,0,,"travel on trail 220m and then go down rock field. The dead conifer feature is conspicous from the trail","On talus slope. Rock wall at N and the river can be heard from the bottom of slope.","6/3/2010","",
"NOCA","1063.WW06","Survey","Active","3","Low","1063","Active","Alternating","5",63,660608,5360884,"Actual",660608,5360884,"NAD83",10,556.50,16.99,173.66,"Off trail",270,0,,"scurry back up boulder field to trail and walk 225m. Pine snag feature is easy to spot from trail","located 10m NE of trail on mossy rock slab, multiple doug fir snags to the N. Point is just after the trail curves to the right and before it goes into the forest","6/6/2015","",
"NOCA","1063.WW07","Additional","Active","3","Low","1063","Active","Alternating","5",63,660407,5360888,"Actual",660407,5360888,"NAD83",10,524.10,29.42,165.10,"Off trail",270,0,,"traverse through fairly open doug fir forest acrros moderate slope. After 170m you'll pass through some shrub (mostly rose and oceanspray).","point is in doug fir forest just after shrub ends. Slope leads steeply to dry drainage to the SW. You can just barely see the river to the South","6/6/2015","",
"NOCA","1063.WW08","Additional","Active","3","Low","1063","Active","Alternating","5",63,660200,5360883,"Actual",660200,5360883,"NAD83",10,526.10,26.23,177.67,"Off trail",270,0,,"first 80m are down and then up dry drainage, through doug fir. After passing the trail you'll drop into a small boulder field with a cliff to the N. The point is just past this boulderfield","point is just past larger boulders at the W edge of boulderfield. Lichen-studded doug firs and some ponderosa pine around. To the South is a large open flat spot (good for handstands) and further West the terrain goes downhill again","6/6/2015","",
"NOCA","1063.WW09","New","Active","3","Low","1063","Active","Alternating","5",63,,,,,,,10,,,,"Off trail",270,0,,"Go downslope toward river from WW08 and hit McGregor Peak trail; hike down trail to High Bridge guard station. Cross the bridge and at first road curve after bridge, take social trail up to the edge of the high bridge camp. Point is on social trail.","Point is on social trail that goes from high bridge camp down to river; it is in sight of the main road, at the edge of High Bridge camp in open DOFI forest. High Bridge campground visible 8 m away.","6/15/2021","",
"NOCA","1064.NN01","Survey","Active","1","High","1064","Active","Alternating","5",64,672607,5366897,"Actual",672607.312,5366897.311,"NAD83",10,1878.00,26.00,263.00,"On trail",,0,,"Pace 100 m down trail.","On trail before stream crossing.","7/14/2010","",
"NOCA","1064.NN02","Survey","Active","1","High","1064","Active","Alternating","5",64,672447,5367022,"Actual",672447.004,5367021.576,"NAD83",10,1878.00,27.00,256.00,"Off trail",315,1,"Off trail possible","Head uphill away from trail. Cross a flat open spot and descend to point 02. Point is just as you exit the forest and come to a clearing.","At edge of clearing with view of mountains (if clear). Look for marker on a subalpine fir at opposite edge of clearing from point, but not far away.","7/14/2010","",
"NOCA","1064.NN03","Survey","Active","1","High","1064","Active","Alternating","5",64,672307,5367148,"Actual",672307.452,5367147.604,"NAD83",10,1846.00,30.00,200.00,"Off trail",315,0,,"Travel downhill towards point 03, at times rather steep. Descend across a couple rocky outcrops to a stream. Head up bank and down hill to point 03, at the far end of a very small avalanche chute.","On far edge of area where soil has slid down to bottom (avalanche chute). Next to point are many old snags running up and down the slope.","7/14/2010","",
"NOCA","1064.NN04","Survey","Active","1","High","1064","Active","Alternating","5",64,672162,5367258,"Actual",672162.233,5367258.242,"NAD83",10,1841.00,21.00,238.00,"Off trail",315,0,,"Travel across slope, mostly through dense spruce. Point 04 is on the far side of a slightly wet open area with many corn lillies.","On the edge of an open wet area, with downed logs described in features running across slope through open spot. Lots of snags near boundary between forest to NW and open area behind it.","7/14/2010","",
"NOCA","1064.NN05","Survey","Active","1","High","1064","Active","Alternating","5",64,672003,5367412,"Actual",672002.637,5367411.911,"NAD83",10,1832.00,27.00,248.00,"Off trail",315,0,,"Head across slope, pass the rocky outcrop and head back into spruce forest to point 05.","On hillside in Engelmann spruce forest. Just past a patch of Salix sp (willow). Features hard but view of point helpful.","7/14/2010","",
"NOCA","1064.NN06","Survey","Active","1","High","1064","Active","Alternating","5",64,671857,5367543,"Actual",671857,5367543,"NAD83",10,1755.90,26.73,206.37,"Off trail",315,0,,"Walk down and across steep slope through somewhat dense spruce forest","in fairly open subalpine fir forest, just past the dry drainage. Point is right next to a small bushy white pine 1m tall.","7/4/2015","",
"NOCA","1064.NN07","Additional","Active","1","High","1064","Active","Alternating","5",64,671712,5367686,"Actual",671712,5367686,"NAD83",10,1719.20,30.70,289.42,"Off trail",315,0,,"travel up and across moderate slope through fir/spruce forest. Halfway you begin going downhill and across fairly steep/slick terrain","point is on small rock in open mountain hemlock forest. Slope goes steeply to west. A downed barkless tree runs downhill 1m south. Many snags in area.","7/4/2015","",
"NOCA","1064.SS01","Survey","Active","1","High","1064","Active","Alternating","5",64,672639,5366684,"Actual",672639.31,5366683.835,"NAD83",10,1870.00,32.00,250.00,"On trail",,0,,"Pace more than 100m on trail. Point is 14m after large flat rock in trail.","Point is right at hollowed out root ball of uprooted pine tree bent over downhill. Small pine branches still survive and two subalpine firs grow between fallen trees (featured). Clump of subalpine firs above trail.","7/14/2010","",
"NOCA","1064.SS02","Survey","Active","1","High","1064","Active","Alternating","5",64,672726,5366493,"Actual",672726.09,5366492.787,"NAD83",10,1847.00,25.00,230.00,"On trail",,0,,"Travel more than 200m on trail.","Point is at a large flat rock in trail that spans whole width of trail. It is just before some rock steps down trail. Many subalpine firs just downhill of trail. Large rocks uphill of trail (featured) surrounded by Vaccinium.","7/14/2010","",
"NOCA","1064.SS03","Survey","Active","1","High","1064","Active","Alternating","5",64,672810,5366299,"Actual",672809.726,5366299.122,"NAD83",10,1825.00,11.00,250.00,"On trail",,0,,"None","Point is on trail at small curve before trail continues to S-curve downhill to McAlester trail junction. Lots of downed subalpine fir around, including two downed snags (both DBH ~50cm). One is pointed right to point and one pointing at trail above point (feature).","7/14/2010","",
"NOCA","1064.SS04","Survey","Active","1","High","1064","Active","Alternating","5",64,672980,5366159,"Actual",672980.03,5366158.631,"NAD83",10,1834.00,11.00,229.00,"Off trail",135,1,"to go off-trail","Leave trail heading SE. First 70m through mostly open meadow. Cross stream and travel through denser subalpine fir. Point is about 20m after crossing South Pass trail, across creek at edge of large meadow.","Point is just to SE of stream at beginning of large meadow. There are three small dead subalpine fir trees on ground at point. Lots of rocks around. Marker tree should be visible from approach on bearing.","7/14/2010","",
"NOCA","1064.SS05","Survey","Active","1","High","1064","Active","Alternating","5",64,673138,5366034,"Actual",673138.146,5366034.381,"NAD83",10,1876.00,21.00,318.00,"Off trail",135,0,,"Continue SE across meadow, crossing a few more streams. Head upslope through subalpine fir. Look for two spindly dead branchless subalpine fir tops together, leaning slightly to right. This tree is NE of point.","Point is in a nondescript location on slope. It is next to a small (DBH 5cm) subalpine fir that is uprooted upslope, broken and pointing downhill. Lots of small subalpine firs in area: vaccinium below. Just to north and down below point, larger mostly decomposed logs are visible. Open area to NE (right now covered in snow).","7/14/2010","",
"NOCA","1064.SS06","Survey","Active","1","High","1064","Active","Alternating","5",64,673280,5365896,"Actual",673280,5365896,"NAD83",10,1921.80,12.95,168.07,"Off trail",135,0,,"Climb up to trail, then walk the rest of the way to point. Point is ~20m from trail.","Point is on NW edge of meadow, on the edge of a bunch of heather. Immediately to the SE is a more herbaceous meadow. To the NW is Subalpine fir.","7/4/2015","",
"NOCA","1064.SS07","Additional","Active","1","High","1064","Active","Alternating","5",64,673425,5365763,"Actual",673425,5365763,"NAD83",10,1918.80,28.39,242.30,"Off trail",135,0,,"Walk up to trail, then walk to ~50m (NE) of point on trail (use GPS). You could go off-trail, but less meadow trampling if you stay on.","Point is in between 2 lines of Subalpine firs, one upslope and one downslope of point. The one upslope just consists of 3 trees. Aside from those 3 uphill, it is all meadow upslope and to the NW.","7/4/2015","",
"NOCA","1064.SS08","Additional","Active","1","High","1064","Active","Alternating","5",64,673567,5365620,"Actual",673567,5365620,"NAD83",10,1938.40,33.16,236.70,"Off trail",135,0,,"You can walk up trail for much of it. Walk up to trail through meadow, then walk on trail until you're almost at point (~8m away).","Point is ~7-8m upslope of trail in meadow. There are no Subalpine firs immediately surrounding point. Thicker Subalpine fir to the SE.","7/4/2015","",
"NOCA","1064.TO","Origin","Active","1","High","1064","Active","Alternating","5",64,672639,5366787,"Actual",672639.217,5366787.397,"NAD83",10,1875.00,26.00,266.00,"On trail",,0,,"We camped at High Camp, an 8-mile hike from Bridge Creek trailhead. From High Camp, TO is a 10-minute walk. Look for larch on right side of trail. Bring a headnet- mosquitoes are awful here, one of the worst areas in the park.","On trail in Engelmann spruce and subalpine fir. On west side of trail next to TO is a large (40cm DBH) Larch. Marker is behind this tree. On E side of trail is a clump of 6 subalpine firs","7/14/2010","",
"NOCA","1065.EE01","Survey","Active","3","Low","1065","Active","Alternating","5",65,622208,5387349,"Actual",622207.614,5387349.468,"NAD83",10,156.00,8.00,167.00,"Off trail",90,0,,"easy travel through low salal and flat/slightly downhill terrain","At edge of flat area with short steep slope to the south.  Powerline road visible from point.","6/3/2010","",
"NOCA","1065.EE02","Survey","Active","3","Low","1065","Active","Alternating","5",65,622217,5387147,"Actual",622216.948,5387146.808,"NAD83",10,130.00,12.00,156.00,"On road",180,0,"Uncrossable streams","none","Point is on Hwy 20, 2 meter from north edge of road.","6/3/2010","",
"NOCA","1065.EE03","Survey","Active","3","Low","1065","Active","Alternating","5",65,622366,5387286,"Actual",622366.476,5387286.368,"NAD83",10,135.00,9.00,141.00,"Off trail",45,1,"uncrossable river","Walk East on Hwy 20 205m, point is just past where large stream begins to parallel road. Point is 15m away from road on NW side, close to a tall Douglas fir with a yellow paint band.","Close to road in mixed forest.  Between 2 streams. Close to tall DOFI with fading yellow paint band. Sword fren in a flat area","6/3/2010","",
"NOCA","1065.EE04","Survey","Active","3","Low","1065","Active","Alternating","5",65,622531,5387414,"Actual",622531.406,5387414.097,"NAD83",10,136.00,25.00,153.00,"Off trail",45,0,,"Walk along road 195m and then to point, at bottom of ditch on lefthand side.","At bottom of ditch right along lefthand (W) side of road.  Under powerlines.","6/3/2010","",
"NOCA","1065.EE05","Survey","Active","3","Low","1065","Active","Alternating","5",65,622731,5387416,"Actual",622731,5387416,"NAD83",10,128.00,4.00,155.00,"Off trail",90,1,"very steep cliff if continue NE","Walk out of ditch up to road, down road and back into woods to point.","Point is in open patch of salmonberry, surrounded by red alder and a few cedars.  Can hear road not far off.  Powerlines are also visible. Big red alder leans over point","6/3/2010","",
"NOCA","1065.EE06","Survey","Active","3","Low","1065","Active","Alternating","5",65,622909,5387510,"Actual",622909,5387510,"NAD83",10,129.90,9.94,156.90,"On road",60,1,"river/cliffs","Go back onto road from the way you came and walk 200m East.","Point is located on N side of hwy 20 along a sheer rock face, 1m W of its corner. Located directly behind guardrail on riverside of road in some grass","5/31/2015","",
"NOCA","1065.EE07","New","Active","3","Low","1065","Active","Alternating","5",65,,,,,,,10,,,,"Off trail",45,1,"return to original bearing","Continue East down road, at 120m you will see a break in the rockwall on the NW sideof the road, head straight up and across this seep slope of salal/ferns approx 25m then cut to bearing to stay above ravine. Ensure GPS tracks are on to ensure exiting the same place you entered. When exiting - look for a mossy boulder approx 25m up from the road and cut down the slope here.","At base of flat mossy 8ft rockwall. Between a 60dbh cedar snag and mossy minifridge sized mossy boulder. Rockwall continues East. Rockwall topped with salal and mini RERC. Powerline cut and towers visible through trees","5/29/2021","",
"NOCA","1065.TO","Origin","Active","3","Low","1065","Active","Alternating","5",65,622118,5387341,"Actual",622118,5387341,"NAD83",10,163.00,16.00,150.00,"On road",,0,,"Coming W from Diablo, 1st road on right after mile marker 115.  Park at first turnoff and walk up road 130m to TO.  A 15-min drive from Diablo. park at first turnoff on left side(riverside)",,"6/3/2010","",
"NOCA","1065.WW01","Survey","Active","3","Low","1065","Active","Alternating","5",65,622017,5387329,"Actual",622016.986,5387328.622,"NAD83",10,170.00,19.00,179.00,"Off trail",270,0,,"Travel through mostly flat mossy forest, lots of downed trees","Flat spot, second growth western red cedar. To the North is a small hill with moderate to large boulders.","6/3/2010","",
"NOCA","1065.WW02","Survey","Active","3","Low","1065","Active","Alternating","5",65,621874,5387181,"Actual",621873.501,5387181.443,"NAD83",10,180.00,28.00,126.00,"Off trail",225,1,"very steep","First 150m fairly easy through mossy boulders, starts going up steep hill soon after. Be wary of cliff if approaching from SE. Many loose boulders under moss.","On very steep SE facing slope, in open area with Big Leaf maples, mossy boulders and abundant sword ferns. Many skinny snags directly E of point, mainly surrounded by Doug Firs.","6/3/2010","",
"NOCA","1065.WW03","Survey","Active","3","Low","1065","Active","Alternating","5",65,621877,5386979,"Actual",621876.964,5386979.44,"NAD83",10,129.00,11.00,124.00,"Off trail",180,1,"steep slope","Travel downhill ~140m over mossy boulder field, watch for pitfalls! Walk on road for another 40m or so and then head towards river.","Point is located 5.5 m N of river in a small clearing bordered by sword fern, salmonberry, vine maple, and dogwood. Point is E of a mossy downed log 55cm dbh.","6/3/2010","",
"NOCA","1065.WW04","Survey","Active","3","Low","1065","Active","Alternating","5",65,621753,5386808,"Actual",621752.641,5386808.041,"NAD83",10,158.00,47.00,120.00,"On road",,1,"river and steep slope","Easiest travel if you walk straight back to road from WW03 and continue on road to WW04.","Point is on N side of road at base of large cliff face","6/3/2010","",
"NOCA","1065.WW05","Survey","Active","3","Low","1065","Active","Alternating","5",65,621649,5386641,"Actual",621649.302,5386640.555,"NAD83",10,163.00,44.00,106.00,"On road",,0,,"Walk along road 200m.","Point is on W side of road","6/3/2010","",
"NOCA","1065.WW06","Survey","Active","3","Low","1065","Active","Alternating","5",65,621524,5386500,"Actual",621524,5386500,"NAD83",10,148.00,30.00,131.00,"On road",,0,,"Walk along road 132m, until you reach gravel road on right hand side.  Walk up gravel road until you reach pulloff.","Edge of road, at junction with reach pulloff and gravel road. On N side of gravel road.","6/3/2010","",
"NOCA","1065.WW07","Additional","Active","3","Low","1065","Active","Alternating","5",65,621386,5386352,"Actual",621386,5386352,"NAD83",10,183.60,19.22,99.69,"On road",225,0,,"Continue up gravel road. When you read fork, stay right and continue u proad going through the opening with overhead powerlines.","Point is located on the road on the W side of the powerlines just after 180 degree bend in the road going uphill. the point is on the E side of the road.","5/30/2015","",
"NOCA","1065.WW08","New","Active","3","Low","1065","Active","Alternating","5",65,,,,,,,10,,,,"Off trail",225,0,,"From point 07, walk back to fork in gravel road and take the path to the SW. Follow this up to its end before walking offtrail to point.","Point in flat mossy area with open understory in between grown-over old road and cliff above highway 20","5/29/2021","",
"NOCA","1066.TO","Origin","Proposed","2","Medium","1066","Proposed","Oversample",,66,628372,5414255,"Actual",,,,10,,,,,,0,,,,"","",
"NOCA","1067.NE01","Survey","Active","3","Low","1067","Active","Alternating","5",67,647995,5418990,"Actual",647995.144,5418989.902,"NAD83",10,607.00,5.00,249.00,"On trail",,0,,"Travel 100m N on trail from TO","point in closed canopy of western hemlock forest. Ground entirely coverd by moss.","6/12/2010","",
"NOCA","1067.NE02","Survey","Active","3","Low","1067","Active","Alternating","5",67,647921,5419182,"Actual",647920.526,5419181.732,"NAD83",10,608.00,4.00,217.00,"On trail",,0,,"Travel 200m North on trail","Point is on trail in closed canopy western hemlock forest. 2 hemlocks (65cm and 55cm dbh) straddle the trail at point.","6/12/2010","",
"NOCA","1067.NE03","Survey","Active","3","Low","1067","Active","Alternating","5",67,648027,5419335,"Actual",648026.921,5419334.81,"NAD83",10,686.00,35.00,237.00,"Off trail",45,0,,"Proceed through nearly impenetrable western hemlock and western red cedar saplings to point on very steep slope. Steep grade begins at 130m.","Point is in douglas fir/ western red cedar forest on steep slope. Point under a vine maple and inbetween 2 downed logs forming a V.","6/12/2010","",
"NOCA","1067.NE04","Survey","Active","3","Low","1067","Active","Alternating","5",67,647878,5419469,"Actual",647877.709,5419469.262,"NAD83",10,645.00,17.00,247.00,"Off trail",313,1,"NOCA boundary/very steep terrain","Travel (traverse) across steep slope through older, slightly more open forest with many downed log.","Point is in flat area of western hemlock and some western red cedar forest (young). The edge of steep slope to W is about 5m away","6/12/2010","",
"NOCA","1067.NE05","Survey","Active","3","Low","1067","Active","Alternating","5",67,647729,5419606,"Actual",647729,5419606,"NAD83",10,634.90,11.08,235.39,"Off trail",135,0,,"continue through fairly flat and open hemlock forest with scatterd downed trees. If you stay on the bearing you'll cross the trail after 90m, but you could also go straight for the trail from ne04 and just take that","Point is just west of 5+ tree/log pile with feature rootball on one end. Open western hemlock forest with mossy ground and lots of oregon grape. Photo of rootwad is from approaching side, not point side","6/20/2015","",
"NOCA","1067.NE06","Survey","Active","3","Low","1067","Active","Alternating","5",67,647580,5419743,"Actual",647580,5419743,"NAD83",10,625.30,10.97,237.64,"Off trail",315,0,,"easy travel through open western hemlock and doug fir forest, mossy ground","point in open hemlock forest with scatterd doug firs, very mossy/comfortable ground. A few small vine maples just NE of point","6/20/2015","",
"NOCA","1067.NE07","New","Active","3","Low","1067","Active","Alternating","5",67,,,,,,,10,,,,"Off trail",322,1,"Lightning creek impassable along original bearing","Go down steep slope from NE06 and go through old growth cedar forest with open vine maple understory.",,"6/28/2021","",
"NOCA","1067.NE08","New","Active","3","Low","1067","Active","Alternating","5",67,,,,,,,10,,,,"Off trail",322,0,,"Go up steep slope and hop back on the trail for the quickest travel; cross small wooden bridge and cut off west into the forest.","Point is in semi-open WEHE/DOFI forest with lots of WEHE saplings on top of a ridge.","6/28/2021","",
"NOCA","1067.NE09","New","Active","3","Low","1067","Active","Alternating","5",67,,,,,,,10,,,,"Off trail",322,0,,"Hop back on trail and go ~200 m down it, crossing small bridge. Cut off the trail and walk through a WEHE sapling forest to the edge of a clearing.",,"6/28/2021","",
"NOCA","1067.SW01","Survey","Active","3","Low","1067","Active","Alternating","5",67,647981,5418833,"Actual",647981.394,5418833.053,"NAD83",10,601.00,4.00,244.00,"Off trail",225,0,,"Really hard travel in impenetrable western hemlock sapling forest.","Point is about 10m away from one arm of Lightning ck, next to a down log that goes across the water","6/12/2010","",
"NOCA","1067.SW02","Survey","Active","3","Low","1067","Active","Alternating","5",67,647978,5418640,"Actual",647977.876,5418639.523,"NAD83",10,597.00,8.00,270.00,"Off trail",180,0,"river not crossable","Lots of down western red cedar to go above/under. Very slippery. The transect follows an arm of lightning ck, they both meet at 130m (a lot louder!)","Point just SW of Deerlick CG","6/12/2010","",
"NOCA","1067.SW03","Survey","Active","3","Low","1067","Active","Alternating","5",67,647979,5418432,"Actual",647979.01,5418432.091,"NAD83",10,591.00,5.00,234.00,"Off trail",180,0,,"First part of travel in forest, then entered a clearing with aspen, devil club and a lots of downed tree cover with debris.","Point is in western red cedar forest and young western hemlock. Point is on 85cm dbh log in myriad hatchwork of downed trees surrounded by devils club. Lots of western hemlock saplings to the south","6/12/2010","",
"NOCA","1067.SW04","Survey","Active","3","Low","1067","Active","Alternating","5",67,647985,5418224,"Actual",647985.426,5418224.288,"NAD83",10,602.00,15.00,54.00,"Off trail",180,0,,"Go through the forest for 60m. When you reach the trail stay on it (it will save you time and you deserve it!). Cross the bridge, pass the shelter. When you reach the double western red cedar (just before switch back) go 159 degrees for 15m","Point is between 2 <1m dbh western red cedar and one <1m douglas fir","6/12/2010","",
